Exporter,Product,QTY.(KGS)
BEST BUSINESS,ALUMINIUM ALLOY,24000
BEST CORPORATION LTD.,COTTON GARMENTS,36346
BEST INDIA GLOBAL MARKETING,FOOD STUFFS,46650
BEST TRADING COMPANY,STEEL COMPONENTS,1500
BESTFLEX BELTING MANUFACTURERS P.LTD.,CONVEYOR BELT,23025
BESTPAK INDUSTRIES,PACKING MATERIALS,4900
BETA HEALTH CARE PRODUCTS P.LTD.,SURGICAL GLOVES,292289
BETHANYA CASHEW COMPANY,CASHEW KERNELS,138380
BETHSAIDA CASHEW COMPANY,CASHEW KERNELS,142140
BFL EXPORT&MARKETING,RICE,48850
BHABHA ENGINEERING ENTERPRISES,SPARES,610
BHADRA INDUSTRIES,SPARES,800
BHAIRAVI GLOBALS,COTTON GARMENTS,7317
BHANSALI & CO.,TEA,1698953
BHARATH INTERNATIONAL EXPORTS,COTTON GARMENTS,1240
BHARATH MARKETING,RICE,10023
BHARATH PAPER CONVERSIONS,PAPER CONES,78785
BHARATH SEAFOODS,FROZEN MARINE FOODS,26000
BHARATH VAIDYASALA,AYURVEDIC PRODUCTS,1892
BHARATHI FOODS,RICE,7364112
BHOOMI NATURAL PRODUCTS & EXPORTS ,OLEORESINS OF SPICES,36586
BHUVANESWARI TEX,COTTON GARMENTS,38876
BIG BAG INTERNATIONAL P. LTD.,P.P.WOVEN BAGS,4040619
BILKA KNITTERS,COTTON GARMENTS,790
BIO TREAT LAB,CHEMICALS,671522
BIOGROW SUBSTRATES INDIA,COIR PITH,1391615
BIOINGREDIA NATURAL P.LTD.,TURMERIC,91019
BIOPODS P.LTD.,OLEORESINS OF SPICES,18866
BIOTECH RENEWABLE ENERGY,GLASSWARES,173
BIOWIN AGRO RESEARCH,TURMERIC,344277
BIPHA DRUG LABORATORIES,MEDICINES,3900
BISMI CASHEWS,CASHEW KERNELS,908621
BISMI EXPORTERS,RICE,22176
BISMI TRADING COMPANY,RICE,269231
BISMILLAH INTERNATIONAL,COCONUTS,28000
BLACK CAT INDIA,MACHINERIES,950
BLASTLINE  INDIA,VALVES,56970
BLIE STRIPES,COTTON GARMENTS,4081
BLISSFUL GARMENTS(P)LTD.,COTTON GARMENTS,2749
BLOOMS ENGINEERING,MACHINERIES,851
BLOOMS ENTERPRISES,SPARES,8492
BLOSSOM TRADING,FOOD STUFFS,41000
BLUE BAY EXPORTS,COTTON GARMENTS,45
BLUE BOLT ENTERPRISES,SPARES,238
BLUE BREEZE ENTERPRISE,COTTON GOODS,198646
BLUE CARD,COTTON GARMENTS,3537
BLUE JAY GLOBAL TRADING,FURNITURE,2000
BLUE LEAF TRADING COMPANY,RICE,375825
BLUE MOUNTAIN TEA & COMMODITIES P.LTD.,TEA,177240
BLUE SEA (INDIA) EXPORTS,FROZEN SHRIMPS,327000
BLUE STAR COFFEE CURING WORKS,COFFEE,19200
BLUE STREET FASHIONS,COTTON GARMENTS,4515
BLUE STRIPES APPARELS,COTTON GARMENTS,25450
BLUEBIRD CLOTHING CO.,COTTON GARMENTS,1189
BLUECREST FROZEN FOODS P.LTD.,FROZEN SHRIMPS,343810
BLUEMOUNTAIN EXPORTERS,ROSEWOOD PRODUCTS,20622
BLUEMOUNTCASTINGS P.LTD.,VALVES,6307
BMK INTERNATIONAL,ELECTRONIC GOODS,758
BNS EXPORTS,FOOD STUFFS,205422
BODY LAND GARMENTS P.LTD.,COTTON GARMENTS,35512
BODYGEAR INTERNATIONAL(P)LTD.,PLUSH TOYS,398657
BOLA RAGHAVENDRA KAMATH & SONS,CASHEW KERNELS,25645
BOMBAY BURMAH TRADING CORPN.,TEA,413194
BOMBAY VINTAGE CLOTHING LLP,COTTON GARMENTS,242
BOMMIDALA ENTERPRISES P.LTD.,CIGARETTES,14870
BONHEUR FABS,COTTON GARMENTS,238
BONS,CLEANING LIQUID,15670
BOS NATURAL FLAVORS P.LTD.,TURMERIC,794656
BOSE EXPORTS,COTTON GARMENTS,45301
BOXER  SPORTS  GOODS,SPORTS ARTICLES,350
BOXER APPARELS,COTTON GARMENTS,196
BP INTERNATIONAL,COTTON GOODS,143253
BPL MEDICAL TECHNOLOGIES,MEDICAL EQUIPMENTS,759
BRAHMINS FOOD INDIA P.LTD.,RICE,2443804
BRAHMOS AEROSPACES,SPICES,9450
BRAKES INDIA LTD.,AUTOMOBILES PARTS,839940
BRANDTECH FABRICATION P.LTD.,ELECTRICAL ITEMS,1550
BRIGHT ENGINEERING COMPANY,CONTROL PANELS,6980
BRIGHT TYRE MOULDS&ENGINEERINGS WORKS,TYRE RETREADING MACHINE,650
BRIGHTFLEXI INTERNATIONAL P.LTD.,FLEXI BAGS,19786
BROCADE INDIA PLYTEX LTD.,P.P.WOVEN BAGS,1168167
BROS INDIA GROUP,JUTE MATTING,241360
BROTHERS COIR MILLS,JUTE RUGS,3028310
BRR TRADE LINKS,GENERAL CARGO,18700
BSR OVERSEAS,HERBAL MINERAL PRODUCTS,16100
BTI COPPERMATICS INDIA P.LTD.,SPARES,14441
BTS GARMENTS,COTTON GARMENTS,11729
BUILDMET FIBRE P.LTD.,P.P.WOVEN BAGS,1078441
BULK LINER LOGISTICS,FLEXI TANK,9630
BULK LIQUID SOLUTIONS P.LTD.,FLEXI TANK,8245
BULL MACHINES P. LTD,MACHINERIES,31534
BUMPADUM,COTTON GOODS,9542
BUSTHAN AL WATHANIYA,TAPIOCA,507506
C.J.COCO MULCH,ROSEWOOD PRODUCTS,800
C.JACOB & CO.,ROSEWOOD PRODUCTS,13470
C.K.EXPORTS,FOOD STUFFS,212767
C.K.GROUP,RUBBER MATS,57042
C.K.K.M.PHARMACY,AYURVEDIC PRODUCTS,252
C.K.M.EXPORTS,COTTON GARMENTS,654
C.M.C.EXPORTERS,COCONUTS,210400
C.R.GARMENTS,COTTON GARMENTS,293
C.R.I.PUMPS P.LTD.,PUMPS,11564
C.R.I.RUBBERS,RUBBER MATS,124182
CADEL TRADERS,COFFEE,16276
CADILLAC INTERNATIONAL,COCONUTS,25800
CAFFE INDIANO,COFFEE,384644
CALIX IMPEX,RICE,584312
CALMET ENGINEERING,SPARES,72192
CAMEO EXPORTS AND IMPORTS,COTTON GARMENTS,2750
CAMEO GARMENTS INDIA P.LTD.,COTTON GARMENTS,2430
CAMILLA STEEL PLANTERS,STAINLESS STEEL,2167
CANDOUR TEXPORT,COTTON GARMENTS,123160
CANGO GARMENTS,COTTON GARMENTS,695
CANNAN MARINE PRODUCTS,FROZEN SHRIMPS,173182
CANNANORE HANDLOOM EXPORTS,COTTON GOODS,234667
CANNING INDS. COCHIN LTD.,FOOD STUFFS,18600
CAP SEAFOODS P.LTD.,FROZEN SHRIMPS,997659
CAPITAL ENTERPRISES,PLASTIC PRODUCTS,38878
CAPITAL EXPORTS,SPARES,12619
CAPITHAN AGENCIES,SPARES,613
CAPITHAN EXPORTING CO.,FROZEN SQUID,2054657
CARBORUNDUM UNIVERSAL LTD.,SILICON CARBIDE GRAINS,4925480
CAREON HEALTH CARE SOLUTION P.LTD.,MEDICAL EQUIPMENTS,165184
CARLOO TEXTILE,COTTON GOODS,274646
CARRIS PIPES,PIPE FITTINGS,2280
CASA FURNITURE,FURNITURE,3500
CASABLANCA APPARELS,COTTON GARMENTS,1062
CAST TECH P. LTD.,IRON CASTINGS,259324
CATHY CASTING CO,STEEL CASTINGS,135
CAUCASUS PHARMA,SPICES,13000
CAVINKARE LTD.,COSMETIC ITEMS,2587
CBC FASHIONS,COTTON GARMENTS,42170
CCZ INTERNATIONAL,COTTON GARMENTS,1141
CEAKAY INDUSTRIES,RUBBER MATS,2278346
CEE BEE EXPORTS,COTTON GARMENTS,6887
CEEDEE METALLOYS P.LTD.,ZINC METALS,23250
CELO TEX,COTTON GARMENTS,2831
CENTRAL COIR MILLS,COIR MATS,160
CENTRAL TRADERS,SPICES,18579
CENTURY APPARELS P. LTD.,COTTON GARMENTS,2521
CEYENAR CHEMICALS P.LTD.,CHEMICALS,40
CFC CASHEW,CASHEW KERNELS,105000
"CHACKOS PLYWOOD MILLS(P)LTD.,",PLYWOOD,83200
CHAITANYA IMPEX,WATER PROOF CLOTH,22387
CHAITHANYA HERBALS,AYURVEDIC PRODUCTS,8877
CHAIZUP BEVERAGES LLP,TEA,992858
CHAMAKKAT HERBAL PRODUCT,MASSAGE OIL,515
CHANDAK EXIM CORPN.,JUTE PRODUCTS,38193
CHANDAN IMPEX CORPN.,COIR MATS,13495
CHANDRAN STEELS,STEEL PRODUCTS,1335
CHANGAMPALLY AYURVEDA VAIDYASALA,AYURVEDIC PRODUCTS,2446
CHANNAWATHIRI HEATLTH&WELLNESS,AYURVEDIC PRODUCTS,1383
CHANNEL CREATION,COTTON GARMENTS,9266
CHANNEL TECHNICAL MFG.CO.,SPARES,1875
CHARANKATTU COIR MFG.CO.P.LTD.,JUTE RUGS,945297
CHARLES EXPORTERS,COTTON GARMENTS,18815
CHARLES FABIAN,COTTON GARMENTS,3287
CHARLY FISHERIES,FROZEN YELLOW TUNA,1379848
CHASS ENGINEERING,SPARES,740
CHEERAKUZHU AGRO DEVELOPERS P.LTD.,RICE,97605
CHEFS MATES,FOOD STUFFS,61380
CHELSEA CLOTHING,COTTON GARMENTS,2772
CHENNAI FORGE PRODUCTS P.LTD.,RUBBER PRODUCTS,6000
CHENNAI RECLAIMATION(P)LTD.,TYRE RETREADING MATERIALS,20000
CHEREN KNIT WEARS,COTTON GARMENTS,727
CHERIL GLOBAL TRADING CO,GLASS FIBRE,4043
CHERISH ENTERPRISES,COTTON GARMENTS,2885
CHERISH FASHIONS,COTTON GARMENTS,13997
CHERISH KNITS,COTTON GARMENTS,11345
CHERUKATTU INDUSTRIES,FROZEN SHRIMPS,1333679
CHERUKUTTY SONS,COVER CROP SEEDS,2008
CHERUSSERIKALAM GROUP,RUBBER MATS,395923
CHETHANA CASHEW CORPN.,CASHEW KERNELS,12474
CHILTON REFREGERATION,MACHINERIES,695
CHINKU SWEETS,FOOD STUFFS,45047
CHIPPY EXPORTS,FOOD STUFFS,29799
CHIRACKAL AGRO MILLS,RICE,598955
CHIRACKAL FOOD PRODUCTS,RICE,74096
CHIRAMITH PRECISION,SPARES,920
CHOICE CASHEW INDUSTRIES,CASHEW KERNELS,109626
CHOICE TRADING CORPN. LTD.,PLASTIC PRODUCTS,6966807
CHOKHANIS FOOD AND BEVERAGES,FOOD STUFFS,226982
CHOUDHARY BROTHERS,FOOD STUFFS,22000
CHRIS COTTON,COTTON GARMENTS,67360
CHRISTY APPARELS,COTTON GARMENTS,68811
CIGFIL LTD.,FLEXIBLE INTERMEDIATE CONTRS.,18128
CIMAT INTERNATIONAL,MACHINERIES,16969
CISHAN INTERNATIONAL,MEDICAL EQUIPMENTS,80675
CITICS,CHOCOLATE PRODUCTS,2264
CIVIYA FAHIONS,COTTON GARMENTS,2216
CKS PRODUCTS,FOOD STUFFS,306
CLAIRON FILTERS,FILTER ELEMENT,154556
CLARD FASHIONS,COTTON GARMENTS,426
CLARION INDIA,COTTON GARMENTS,1219
CLASQUIN INDIA P. LTD.,COIR MATS,15674
CLASSIC COIR FACTORY,RUBBER MATS,1792341
CLASSIC COTTON COLLECTION,COTTON GARMENTS,21818
CLASSIC HOME FURNISHING P. LTD.,JUTE RUGS,306207
CLASSIC INDUSTRIES&EXPORTS LTD.,FOOD STUFFS,23260
CLASSIC INTERNATIONAL,FOOD STUFFS,79327
CLASSIC SPICES P.LTD.,SPICES,112400
CLEAN & CARE,MOP,6509
CLIFTON EXPORT,COTTON GOODS,137066
CLIMATE NATURAL SPICES,CARDAMOM,3012
CLOVER CLOTHING,COTTON GARMENTS,1258
CLYWIN KNIT FASHIONS,COTTON GARMENTS,2798
CML BIOTECH P.LTD.,MEDICAL EQUIPMENTS,113537
CNC AUTO,SPARES,5874
COASTAL ENTERPRISES,CURLED COIR,172810
COCHIN CHEMICALS & RUBBER PRODUCTS,CHEMICALS,1599
COCHIN COSMOS FOODS LTD.,FROZEN MARINE FOODS,50000
COCHIN DRUG HOUSE,MEDICAL PRODUCTS,16338
COCHIN FROZEN FOOD EXPORTS P. LTD.,FROZEN YELLOW TUNA,1520098
COCHIN MINERALS AND RUTILE LTD.,SYNTHETIC RUTILE,42376693
COCHIN PACKERS,P.P.WOVEN BAGS,891
COCHIN PETROMINS,CHEMICALS,8968
COCHIN RUBBERS,TYRE RETREADING MATERIALS,82462
COCO  FIBRE TEX,RUBBER MATS,2929253
COCO DALE,COIR MATS,411
COCO FABRICS,COIR MATS,54800
COCO-LATEX EXPORTS,RUBBERISED COIR SHEETS,510543
COCOCRAFT INDUSTRIES,COIR MATS,25962
COCOHIN RESIDENCY P.LTD.,GENERAL CARGO,3460
COCOMATS INTERNATIONAL,RUBBER MATS,4666925
COCONUT BAY EXPORTS,COIR FIBER,139670
COCONUT PRODUCT IMPEX,COIR FIBER,1786500
COIMBATORE POTTERIES & REFRACTORIES,REFRACTORY MATERIALS,285928
COIMBATORE SUPER ALLOYS P.LTD.,AUTOMOBILES PARTS,14227
COIR ART,COIR MATS,27189
COIR FLEX,RUBBER MATS,770176
COIR HOME,COIR MATS,248521
COIR MATES INDIA,COIR MATTING,187355
COIR REX,COIR MATS,41160
COIR TEX INTERNATIONAL,JUTE MATTING,40976
COIR YARN TEX,JUTE RUGS,339326
COIRTEX-INDIA,COIR MATS,5994
COLOUR COTTON,COTTON GARMENTS,2551
COLOUR LINES INC.,COTTON GARMENTS,3255
COMET EXPORTS,RUBBER MATS,228331
COMFORT NIGHT LINEN PRODUCTS,BEDS,7922
COMPONENT SPECIALITY (I) P. LTD.,ELEVATOR PARTS,8483
CONDOUR TEX,COTTON GARMENTS,23390
CONNISSEUR FASHION,COTTON GOODS,6437
CONSIST TECHNOLOGIES,SPARES,1270
CONSOLIDATED TEA CORPORATION,TEA,578800
CONSOLIDATED WOOD INDUSTRIES,RUBBER MATS,506236
CONSYST INTEGRATED CONTROL SYSTEMS,ELECTRICAL ITEMS,2700
CONTINENTAL AUTOMOTIVE COMPONENTS,SPARES,3048
CONTINENTAL SPICES,CURRY POWDER,1482
CONTROL INDUSTRIES,SPARES,4913
CORAL EXPORTS,FROZEN SQUID,170925
CORAL GARMENTS,COTTON GARMENTS,1831
CORAL REEF COTTON,COTTON GARMENTS,1057
CORE IMPORT & EXPORTS,GOWN,37000
CORE INTERNATIONAL,LATEX GLOVES,4416
CORGY SOLUTION,BOOKS,1448
CORNATION TILES&CONCRETE,TILES,35000
CORNER FARM FOODS P. LTD.,FOOD STUFFS,9950
COSMIK INDUSTRY,PUMPS,37697
COSMOS EXPORTS,PACKING MATERIALS,675
COTFAB KNITWEAR,COTTON GARMENTS,2428
COTMAN TEX,COTTON GOODS,4223
COTTAGE ARTS EMPORIUM,HANDICRAFTS,1201
COTTON & TEXTILE CORPORATION,COTTON GARMENTS,126
COTTON BLOSSOM,COTTON GOODS,340999
COTTON CLASSIC APPARELS,COTTON GOODS,11064
COTTON CRAFTS EXPORTS,COTTON GARMENTS,1561
COTTON WEAVES,COTTON GARMENTS,11949
COTTON WOOD,COTTON GARMENTS,19722
COVEMA FILAMENTS LTD.,NYLON MONOFILAMENT LINES,30676
CRAFTERS,HANDICRAFTS,32228
CRAFTSMAN AUTOMATION P. LTD.,SPARES,11582
CRAIGMORE PLANTATIONS (INDIA) LTD.,TEA,292001
CREATE SYSTEMS,COTTON GARMENTS,194
CREATIVE APPARELS,COTTON GARMENTS,566
CREATIVE EXPORTS,COTTON GARMENTS,12236
CREATIVE KNITS,COTTON GOODS,402
CREDISE EXPORTS,COTTON GARMENTS,6589
CRESCENT FOODS,CURRY POWDER,13292
CRESCENT INTERNATIONAL TYRE TREADS,TYRE RETREADING MATERIALS,38434
CRESCENT SEAFOOD P.LTD.,FROZEN SQUID,177970
CRESENT MARINE VENTURES P. LTD.,FROZEN MARINE FOODS,14000
CRESST CREATIONS,COTTON GOODS,27810
CROP BIO SCIENCE,HEALTH ITEMS,21573
CROSSINGS INTERNATIONAL DISTRIBUTION,CIGARETTES,24295
CROWN CASHEW IMPEX,CASHEW KERNELS,30000
CROWN CRICKETER,CRICKET BAT,119
CROWN TIMBERS,WOOD PRODUCTS,26958
CRUST N CRUMB FOODINGRE P.LTD.,BAKING POWDER,515827
CRYSTAL EQUIPMENTS,MACHINERIES,16700
CRYSTAL EXPORTS,CHAPPALS,6767
CRYSTAL TEA (INDIA)LTD.,TEA,134976
CSIPL,DENTAL EQUIPMENT,400
CSM ANIMAL HUSBAN DRY&AGRI,GENERAL CARGO,548
CUBES INTERNATIONAL,FOOD STUFFS,54000
CUIRASS DOORS P.LTD.,DOORS,230
CUSTOMTEX,COTTON GOODS,27730
CYLWIN KNIT WEAR,COTTON GARMENTS,210
CYRIX HEALTHCARE,LATEX GLOVES,2500
D&D TRADERS,RICE,21000
D.C. MILLS,COIR MATS,43837
D.C.INTERIORS,RUBBER MATS,1010237
D.G.EXIM,COCONUTS,28000
D.K.APPARELS,COTTON GARMENTS,288
D.S.P. KNITTING COMPANY,COTTON GARMENTS,5068
D.V. DEO INDUSTRIAL LTD.,CRYSTALS,28934
D.V.DEO INDUSTRIAL LTD.,CRYSTALS,13177
D2D DISTRIBUTION,CABLE ACCESSORIES,5600
D2D INTERNATIONAL,COTTON GARMENTS,187058
DAFFODILS APPARELS,COTTON GOODS,7166
DAFIN EXIM ENGINEERING P.LTD.,RUBBER MATS,164682
DAKSH INDIA SOURCING,RUBBER MATS,49600
DAMMAM CASHEW,CASHEW KERNELS,15000
DANA INTERIORS P.LTD.,INTERIOR ITEMS,355
DANAVARSHINI EXPORTS,COTTON GARMENTS,31764
DANESH HOME FASHIONS,COTTON GARMENTS,21493
DARJEELING ORGANIC TEA ESTATES,TEA,1300
DASAMI GARMENTS,COTTON GARMENTS,7462
DAWA BOOKS,BOOKS,600
DD EXIM,COCONUTS,17070
DD GLOAL,RICE,30617
DECOR MATS P.LTD.,COIR MATS,50098
DEECEE INTERNATIONAL TRADING CORPN.,BOOKS,470
DEEKAY KNITWEARS,COTTON GOODS,136083
DEENARI INDIA OVERSEAS TRADING,ACTIVATED CARBON,18000
DEENS INTERNATIONAL,RUBBER MATS,267632
DEEPA AGENCIES,ALUMINIUM ARTICLES,8750
DEEPAK EXPORTS ,COTTON GARMENTS,4655
DEEPAK HOSIERY MILLS,COTTON GARMENTS,12400
DEEPAM BAG INDUSTRIES,PALM LEAF PLATES,288
DEEPTHI GARMENT,COTTON GARMENTS,463
DEJAI KNIT GARMENTS,COTTON GARMENTS,16565
DELIDINE,GENERAL CARGO,13698
DELIGHT 41,GENERAL CARGO,4264
DELL MARC,GENERAL CARGO,120
DELLA FASTIONS,COTTON GARMENTS,1686
DELPHI CONNECTION SYSTEMS INDIA LTD.,CONNECTORS,9652
DELPHIN INFOTECH,COMPUTER PARTS,5550
DELTA EXPORTS&IMPORTS,RUBBER MATS,469492
DENTCARE DENTAL LABE P.LTD.,DENTAL EQUIPMENT,1162
DESIRE KOCHI,COTTON GARMENTS,70499
DETAILTECH FARM ENGINEERING,MACHINERIES,29700
DETSSURGI,DENTAL EQUIPMENT,387
DEV AGRO TRADING COMPANY,FOOD STUFFS,13100
DEV EXPORTS,FOOD STUFFS,28400
DEV GARMENTS,COTTON GARMENTS,16674
DEVI COIR WORKS,COIR GEO FABRICS,1717
DEVI MART,FOOD STUFFS,25300
DEVICOLAM DISTILLERIES LTD,LIQUORS,146280
DEXTER CLOTHING,COTTON GARMENTS,1940
DEZAIN,COTTON GARMENTS,433
DGS SPICES,SPICES,76647
DHANALAKSHMI WEAVING WORKS,PIPES,183493
DHANAM TEXTILES,COTTON GARMENTS,15081
DHANAVARSHINI EXPORTS,COTTON GARMENTS,10690
DHANU ENTERPRISES,CURLED COIR,1631792
DHANVI COOKWARES,PRESSURE COOKER,23203
DHARAN ROCK,GRANITE SLABS\TILES,19900
DHATHRI AYURVEDA P.LTD.,AYURVEDIC PRODUCTS,16863
DHATRI ORGANICS&NATURAL P.LTD.,AYURVEDIC MEDICINES,1040
DHATU ORGANIC AND NATURALS,FOOD STUFFS,6390
DHENDAI TEA&INDUSTRIES P.LTD.,TEA,56625
DHIVYAA CREATIONS,COTTON GOODS,63973
DHIYA FASHIONS,COTTON GARMENTS,10813
DHRONI AYURVEDA,AYURVEDICA TREATMENT EQUP.,30620
DIADORA SHOES P.LTD,CHAPPALS,45192
DIAMOND FOOD PRODUCTS,RICE,2885539
DIAMOND NUTS,CASHEW KERNELS,185976
DIAMOND PLYWOOD,PLYWOOD,68520
DIAMOND ROLLER FLOUR MILLS P.LTD.,WHEAT FLOUR,6740700
DIBELLA INDIA,COTTON GARMENTS,16218
DIGITAL MEDIA,CHAIRS,3200
DIGNITY INNOVATION,COTTON GARMENTS,5186
DILAZ FASHION,COTTON GARMENTS,27647
DILIP R MITHAIWALA,FOOD STUFFS,18870
DIMENTION INTERIORS,INTERIOR ITEMS,2016
DINESH & CO.,COTTON GARMENTS,2553
DINESH EXPORTS,COTTON GARMENTS,1718
DINESH TEXTILES,COTTON GOODS,122227
DIODORA SHOES P.LTD.,CHAPPALS,6670
DISPOSAFE HEALTH AND LIFE CARE LTD.,LATEX GLOVES,45731
DITTEX EXPORTS P.LTD.,RICE,278345
DIVINE AYURVEDIC HERITAGE P.LTD.,AYURVEDIC MEDICINES,168
DIVINE EXPORTS,SPARES,3284
DIVINE RETREAT CENTRE CHARITABLE SOCIETY,AYURVEDIC PRODUCTS,16000
DIVINE RUBBER PRODUCTS,RUBBER MATS,638610
DIVYA TRADERS,PLYWOOD,3381
DLK FOOD,FOOD STUFFS,23296
DOLLAR EXPORTS,COTTON GARMENTS,4196
DOLLAR INDUSTRIES LTD.,COTTON GARMENTS,12516
DOLLY REX,FOOD STUFFS,11600
DOLPHIN RUBBER INDUSTRIES,RUBBER MATS,1954678
DOLPHIN WIRES PVT LTD.,FROZEN YELLOW TUNA,2630403
DON TEX,COTTON GOODS,71640
DOTS CARGO INDIA,GENERAL CARGO,330222
DOTS FASHION WORLD,COTTON GARMENTS,14916
DREAM GLOBAL,COCONUTS,84000
DREAMLINE FASHIONS,COTTON GARMENTS,26261
DREAMS EXPORTS,FOOD STUFFS,8240
DREIJAY EXPORTS P.LTD.,FOOD STUFFS,207073
DRY AIR TECHNOLOGIUS,SPARES,3338
DUINKOP ENTERPRISES P.LTD.,COIR PITH,224000
DURA IMPEX,MACHINERIES,6610
DURO COMPOUNDS,RUBBER TILES,209415
DURO PACK INDUSTRIES,EMPTY JARS,7433
DUTCH  PLANTIN COIR INDIA P.LTD.,COIR PITH,2770472
DUTCH BLUE FASHIONS,COTTON GARMENTS,246
DUTY FREE DISTRIBUTION SERVICES P.LTD.,WHISKY,179244
DUVIK INTERNATIOAL,COCONUTS,27500
DWARAKA KNIT,COTTON GARMENTS,450
DWARKESH INTERNATIONAL,COCONUTS,55700
DYNAMIC ENGINEERING,SPARES,6183
DYNAMIC INDUSTRIES,MACHINERIES,1751
DYNAMIC TECHNO MEDICALS PVT. LTD.,ORTHOPEADIC APPLIANCES,238205
DYNEX,BATTERIES,36000
E TRUST INDUSTRY,COTTON GARMENTS,909
E-LAND APPARELS,COTTON GARMENTS,70
EALTA PLASTICS,PLASTIC PRODUCTS,26100
EAST COAST CLOTHING CO.P.LTD.,COTTON GARMENTS,56926
EASTEA CHAI P.LTD.,TEA,85868
EASTERN CLOTHING CO.,COTTON GARMENTS,48
EASTERN CONDIMENTS P.LTD.,TEA,13056716
EASTERN EXPORTS,COTTON GARMENTS,722
EASTERN RUG MILLS,RUBBER MATS,72676
EASTERN TECHNICAL INDUS.,MACHINERIES,750
EASTERN TRADERS,TYRE RETREADING MATERIALS,28225
EASTERN TREADS LTD.,TYRE RETREADING MATERIALS,55249
EASTMAN EXPORTS GLOBAL CLOTHING  ,COTTON GOODS,378711
EBENEZER PRINTPACK PRIVATE LIMITED,PRINTED MATERIALS,540
ECO FASHION,COTTON GARMENTS,45980
ECO FIBRE FURNISHERS,COIR MATS,8809
ECO FIBRE INTERNATIONAL,JUTE MATTING,14098
ECO IND ORGANIC FOOD(I)P.LTD.,FOOD STUFFS,11266
ECODEW PURE WATER SOLUTIONS P.LTD.,WATER PURIFIERS,3200
ECOM GILL COFFEE TRADING P.LTD.,GREEN COFFEE,4708683
ECOMATS EXPORTERS LLP,COIR MATS,16280
ECONOMIC FOOD SOLUTIONS P.LTD.,FROZEN PAROTTA,748066
ECOSOL,CASHEW KERNELS,15000
ECOSPICES INGREDIENTS,SPICES,2091
ECOWOOD EXPORTS P. LTD.,PLYWOOD,77000
EDATHALA POLYMERS P.LTD.,RUBBER MATS,68295
EDGE INTERNATIONAL,PRESSURE COOKER,5465
EFFAR CREATIONS,COTTON GARMENTS,20218
EIRA AGRO FOODS,FOOD STUFFS,31761
EKATA EARTH P.LTD.,COFFEE,19050
EL SHADDAI PET FOOD PRODUCT,FOOD STUFFS,27799
ELECTRO CONTROLS,PUMPS,22028
ELECTRONIC CONTROLS&DISCHARGE SYSTEMS P.,LIGHTING FIXTURES,1331
ELECTRONICS INDIA P.LTD.,RELAYS,59
ELEGANT ENTERPRISES,COTTON GARMENTS,75384
ELEMENTS HOMESTEAD PRODUCTS P.LTD.,PEPPER,337913
ELGI EQUIPMENTS LTD.,AIR COMPRESSORS,1170200
ELGI RUBBER CO.LTD.,TYRE RETREADING MATERIALS,446426
ELITE CARBON CREATION,ACTIVATED CARBON,2164510
ELITE ENERPRISES,COTTON GARMENTS,300
ELITE GREEN P.LTD.,TURMERIC,2245126
ELITE VEGGIES,COCONUTS,85100
ELIXIR EXOTIC FOODS AND ALLIED PRODUCTS,OLEORESINS OF SPICES,389
ELLEN INDUSTRIES,IRON CASTINGS,24126
ELUVATHINGAL INDUSTRIES,UTENSIL,28974
EMA IMPEX,COCONUTS,110800
EMBRIC VENTURE,COTTON YARN,67202
EMIL TRADERS P.LTD.,GREEN COFFEE,15174140
EMINENT ENGINEERING CORPN.,MACHINERIES,1000
EMINENT MINI STORES,TEA,22976
EMINENT SEAFOODS P.LTD.,FROZEN MARINE FOODS,538200
EMIR EXPORTS,COTTON GARMENTS,505
EMKA IMPEX,HOME APPLIANCES,16667
EMKAY EXPORTS,COTTON GARMENTS,6359
EMME EXPORTERS,SPICES,100563
ENBEE EXIM,COCONUT OIL,3600
ENCARE MEDICALS,SURGICAL GOODS,15491
ENGINEERED  ELASTOMER SOLUTIONS CO.,LATEX GLOVES,23206
ENGINEERING EQUIPMENT MANUFACTURERS,SPARES,244
ENGINEERING EXPORTS,BEECH WOOD,21294
ENGINEERING INDUSTRY,SPARES,3138
ENGLISH INDIAN CLAYS LTD.,CLAY,5183902
ENJAYES SPICES & CHEMICAL OILS (P) LTD.,OLEORESINS OF SPICES,5019
ENNJAY ENTERPRISES,CASHEW KERNELS,15000
ENRICH EXPORTS,COTTON GARMENTS,5695
ENTICE GARMENTS,COTTON GARMENTS,254155
ENVIRONEST GLOBAL P. LTD,ENGINEERING GOODS,4603
ENZYME TECHNOLOGIES P.LTD.,GOWN,1975
ENZYN MODICARE,MEDICINES,3844
ERBATECH MACHINERY P.LTD.,MACHINERIES,12195
ERIN EXPORTS,COIR YARN,13950
ERNAD CROCKERY,COCONUTS,28000
ERNAD RUBBERS,RUBBER MATS,12724
ESMARIO EXPORT ENTERPRISES,FROZEN SQUID,389956
ESQUIRE MULTIPLAST PRIVATE LTD,PLASTIC PRODUCTS,563909
ESS PEE KNIT WEAR,COTTON GARMENTS,36068
ESSEN FOODIES INDIA,FOOD STUFFS,53832
ESSENSIA EXIMPT,RICE,306533
ESSKEY KNIT INTERNATIONAL,COTTON GARMENTS,13397
ESSPEE INTERNATIONAL,TEA,46838
ESTEEM SERVICES,COTTON GARMENTS,7040
