Sail Date.,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
22-Dec,9170604,10352284,545251,1923053,6900250,18963439,12812683,0,9717942,12811394.867218005,6899577.418756316,0.0,18961218.217543907,0.0
23-Dec,1602563,2500,0,7200000,16296519,24300000,0,15595959,9516920,0.0,16297104.959829204,15595893.855491005,24299364.98550568,15595107.4304305
24-Dec,4205050,6838126,6154574,15135072,6678780,9010539,12501320,0,11641000,12501304.746849729,6679409.508514174,0.0,9010136.530106274,608.7209170004353
25-Dec,29858948,25177260,3596386,8080251,6049266,12718551,9672354,1324922,7186648,9672476.671412423,6049512.901903514,1324903.0848406125,12720324.897262556,1325031.559403794
26-Dec,0,3166118,26367937,0,8847231,31408,0,0,0,0.0,8847976.529116621,359.9238993031904,31641.57018670253,383.1343403942883
27-Dec,18602811,5920988,17506090,6081902,0,0,4067294,0,4607673,4068108.506606556,512.7288893358782,0.0,0.0,0.0
28-Dec,307850,9979921,0,55800,55819,9839645,0,16079141,7694353,0.0,55241.52635894716,16080384.310932629,9842210.090304108,16082406.099700907
29-Dec,16878402,1995829,291472,5249180,0,7090580,0,0,2066655,0.0,1081.5382502963766,0.0,7090181.330913452,0.0
30-Dec,831523,8789438,6131200,0,3946143,10619532,0,7419655,3665809,604.6866316907108,3946249.521713648,7417790.557522888,10617693.637317188,7420571.681319408
31-Dec,4023978,8785325,6668281,32821973,7879830,0,111614,7376423,7595589,112124.46383871604,7880364.301399536,7376083.784929918,1168.7034891406074,7377398.226484966
